#         t          x          y          z         vx         vy         vz
      0.427   -101.671    -38.267    -78.409     22.603    208.415    142.384
      0.428   -101.648    -38.059    -78.267     22.799    208.484    142.534
      0.429   -101.625    -37.850    -78.124     22.996    208.553    142.683
      0.430   -101.602    -37.641    -77.981     23.193    208.621    142.832
      0.431   -101.579    -37.433    -77.838     23.391    208.689    142.982
      0.432   -101.555    -37.224    -77.695     23.589    208.757    143.132
      0.433   -101.532    -37.015    -77.552     23.788    208.825    143.282
      0.434   -101.508    -36.806    -77.409     23.987    208.892    143.432
      0.435   -101.484    -36.598    -77.265     24.187    208.960    143.582
      0.436   -101.459    -36.389    -77.122     24.387    209.027    143.732
      0.437   -101.435    -36.179    -76.978     24.588    209.094    143.883
      0.438   -101.410    -35.970    -76.834     24.790    209.161    144.034
      0.439   -101.385    -35.761    -76.690     24.992    209.227    144.185
      0.440   -101.360    -35.552    -76.545     25.194    209.293    144.336
      0.441   -101.335    -35.343    -76.401     25.397    209.360    144.487
      0.442   -101.310    -35.133    -76.256     25.601    209.425    144.639
      0.443   -101.284    -34.924    -76.112     25.805    209.491    144.790
      0.444   -101.258    -34.714    -75.967     26.010    209.557    144.942
      0.445   -101.232    -34.505    -75.822     26.215    209.622    145.094
      0.446   -101.205    -34.295    -75.677     26.421    209.687    145.246
      0.447   -101.179    -34.085    -75.531     26.627    209.752    145.398
      0.448   -101.152    -33.875    -75.386     26.834    209.817    145.551
      0.449   -101.125    -33.666    -75.240     27.042    209.881    145.703
      0.450   -101.098    -33.456    -75.094     27.250    209.945    145.856
      0.451   -101.071    -33.246    -74.949     27.459    210.009    146.009
      0.452   -101.043    -33.036    -74.802     27.668    210.073    146.162
      0.453   -101.015    -32.826    -74.656     27.878    210.136    146.315
      0.454   -100.987    -32.615    -74.510     28.088    210.200    146.469
      0.455   -100.959    -32.405    -74.363     28.299    210.263    146.623
      0.456   -100.931    -32.195    -74.217     28.510    210.326    146.776
      0.457   -100.902    -31.985    -74.070     28.722    210.388    146.930
      0.458   -100.873    -31.774    -73.923     28.935    210.451    147.084
      0.459   -100.844    -31.564    -73.776     29.148    210.513    147.239
      0.460   -100.815    -31.353    -73.628     29.362    210.575    147.393
      0.461   -100.786    -31.142    -73.481     29.576    210.636    147.548
      0.462   -100.756    -30.932    -73.333     29.791    210.698    147.702
      0.463   -100.726    -30.721    -73.185     30.007    210.759    147.857
      0.464   -100.696    -30.510    -73.037     30.223    210.820    148.012
      0.465   -100.666    -30.299    -72.889     30.439    210.880    148.167
      0.466   -100.635    -30.089    -72.741     30.657    210.941    148.323
      0.467   -100.604    -29.878    -72.593     30.874    211.001    148.478
      0.468   -100.573    -29.667    -72.444     31.093    211.060    148.634
      0.469   -100.542    -29.455    -72.295     31.312    211.120    148.790
      0.470   -100.511    -29.244    -72.147     31.531    211.179    148.946
      0.471   -100.479    -29.033    -71.998     31.752    211.238    149.102
      0.472   -100.447    -28.822    -71.848     31.972    211.297    149.258
      0.473   -100.415    -28.610    -71.699     32.194    211.356    149.415
      0.474   -100.383    -28.399    -71.550     32.416    211.414    149.571
      0.475   -100.350    -28.188    -71.400     32.638    211.472    149.728
      0.476   -100.318    -27.976    -71.250     32.861    211.530    149.885
      0.477   -100.285    -27.765    -71.100     33.085    211.587    150.042
      0.478   -100.251    -27.553    -70.950     33.310    211.644    150.199
      0.479   -100.218    -27.341    -70.800     33.535    211.701    150.357
      0.480   -100.184    -27.130    -70.649     33.760    211.758    150.514
      0.481   -100.150    -26.918    -70.499     33.986    211.814    150.672
      0.482   -100.116    -26.706    -70.348     34.213    211.870    150.830
      0.483   -100.082    -26.494    -70.197     34.441    211.926    150.988
      0.484   -100.047    -26.282    -70.046     34.669    211.981    151.146
      0.485   -100.013    -26.070    -69.895     34.897    212.036    151.304
      0.486    -99.978    -25.858    -69.743     35.127    212.091    151.463
      0.487    -99.942    -25.646    -69.592     35.356    212.146    151.621
      0.488    -99.907    -25.434    -69.440     35.587    212.200    151.780
      0.489    -99.871    -25.221    -69.288     35.818    212.254    151.939
      0.490    -99.835    -25.009    -69.136     36.050    212.307    152.098
      0.491    -99.799    -24.797    -68.984     36.282    212.361    152.257
      0.492    -99.763    -24.584    -68.832     36.515    212.413    152.416
      0.493    -99.726    -24.372    -68.679     36.749    212.466    152.576
      0.494    -99.689    -24.160    -68.527     36.983    212.518    152.735
      0.495    -99.652    -23.947    -68.374     37.218    212.570    152.895
      0.496    -99.615    -23.734    -68.221     37.453    212.622    153.055
      0.497    -99.577    -23.522    -68.068     37.690    212.674    153.215
      0.498    -99.539    -23.309    -67.914     37.926    212.725    153.375
      0.499    -99.501    -23.096    -67.761     38.164    212.775    153.535
      0.500    -99.463    -22.884    -67.607     38.402    212.826    153.696
      0.501    -99.425    -22.671    -67.454     38.641    212.876    153.856
      0.502    -99.386    -22.458    -67.300     38.880    212.925    154.017
      0.503    -99.347    -22.245    -67.145     39.120    212.975    154.178
      0.504    -99.308    -22.032    -66.991     39.360    213.024    154.339
      0.505    -99.268    -21.819    -66.837     39.602    213.072    154.500
      0.506    -99.228    -21.606    -66.682     39.844    213.121    154.661
      0.507    -99.188    -21.393    -66.527     40.086    213.169    154.823
      0.508    -99.148    -21.179    -66.373     40.329    213.216    154.984
      0.509    -99.108    -20.966    -66.218     40.573    213.263    155.146
      0.510    -99.067    -20.753    -66.062     40.818    213.310    155.307
      0.511    -99.026    -20.539    -65.907     41.063    213.357    155.469
      0.512    -98.985    -20.326    -65.751     41.309    213.403    155.631
      0.513    -98.944    -20.113    -65.596     41.555    213.449    155.794
      0.514    -98.902    -19.899    -65.440     41.803    213.494    155.956
      0.515    -98.860    -19.686    -65.284     42.050    213.539    156.118
      0.516    -98.818    -19.472    -65.128     42.299    213.584    156.281
      0.517    -98.775    -19.259    -64.971     42.548    213.628    156.443
      0.518    -98.733    -19.045    -64.815     42.798    213.672    156.606
      0.519    -98.690    -18.831    -64.658     43.048    213.716    156.769
      0.520    -98.647    -18.617    -64.501     43.299    213.759    156.932
      0.521    -98.603    -18.404    -64.344     43.551    213.801    157.095
      0.522    -98.559    -18.190    -64.187     43.804    213.844    157.259
      0.523    -98.516    -17.976    -64.030     44.057    213.886    157.422
      0.524    -98.471    -17.762    -63.872     44.311    213.927    157.585
      0.525    -98.427    -17.548    -63.714     44.565    213.968    157.749
      0.526    -98.382    -17.334    -63.557     44.820    214.009    157.913
      0.527    -98.337    -17.120    -63.399     45.076    214.049    158.077
      0.528    -98.292    -16.906    -63.240     45.333    214.089    158.241
      0.529    -98.247    -16.692    -63.082     45.590    214.129    158.405
      0.530    -98.201    -16.478    -62.924     45.848    214.168    158.569
      0.531    -98.155    -16.264    -62.765     46.107    214.207    158.733
      0.532    -98.109    -16.049    -62.606     46.366    214.245    158.897
      0.533    -98.062    -15.835    -62.447     46.626    214.283    159.062
      0.534    -98.015    -15.621    -62.288     46.886    214.320    159.227
      0.535    -97.968    -15.406    -62.129     47.148    214.357    159.391
      0.536    -97.921    -15.192    -61.969     47.410    214.393    159.556
      0.537    -97.874    -14.978    -61.810     47.673    214.429    159.721
      0.538    -97.826    -14.763    -61.650     47.936    214.465    159.886
      0.539    -97.778    -14.549    -61.490     48.200    214.500    160.051
      0.540    -97.729    -14.334    -61.330     48.465    214.535    160.216
      0.541    -97.681    -14.120    -61.169     48.731    214.569    160.382
      0.542    -97.632    -13.905    -61.009     48.997    214.603    160.547
      0.543    -97.583    -13.690    -60.848     49.264    214.636    160.712
      0.544    -97.533    -13.476    -60.688     49.531    214.669    160.878
      0.545    -97.484    -13.261    -60.527     49.800    214.702    161.044
      0.546    -97.434    -13.046    -60.365     50.069    214.734    161.209
      0.547    -97.384    -12.832    -60.204     50.338    214.765    161.375
      0.548    -97.333    -12.617    -60.043     50.609    214.796    161.541
      0.549    -97.282    -12.402    -59.881     50.880    214.827    161.707
      0.550    -97.231    -12.187    -59.719     51.152    214.857    161.873
      0.551    -97.180    -11.972    -59.557     51.424    214.886    162.040
      0.552    -97.128    -11.757    -59.395     51.698    214.915    162.206
      0.553    -97.077    -11.543    -59.233     51.972    214.944    162.372
      0.554    -97.025    -11.328    -59.070     52.246    214.972    162.539
      0.555    -96.972    -11.113    -58.908     52.522    214.999    162.705
      0.556    -96.919    -10.898    -58.745     52.798    215.027    162.872
      0.557    -96.867    -10.683    -58.582     53.075    215.053    163.038
      0.558    -96.813    -10.467    -58.419     53.353    215.079    163.205
      0.559    -96.760    -10.252    -58.256     53.631    215.105    163.372
      0.560    -96.706    -10.037    -58.092     53.910    215.130    163.539
      0.561    -96.652     -9.822    -57.929     54.190    215.154    163.706
      0.562    -96.598     -9.607    -57.765     54.470    215.178    163.873
      0.563    -96.543     -9.392    -57.601     54.751    215.202    164.040
      0.564    -96.488     -9.177    -57.437     55.033    215.224    164.207
      0.565    -96.433     -8.961    -57.272     55.316    215.247    164.374
      0.566    -96.378     -8.746    -57.108     55.599    215.269    164.541
      0.567    -96.322     -8.531    -56.943     55.884    215.290    164.709
      0.568    -96.266     -8.315    -56.779     56.168    215.311    164.876
      0.569    -96.209     -8.100    -56.614     56.454    215.331    165.044
      0.570    -96.153     -7.885    -56.448     56.740    215.350    165.211
      0.571    -96.096     -7.669    -56.283     57.027    215.369    165.379
      0.572    -96.039     -7.454    -56.118     57.315    215.388    165.546
      0.573    -95.981     -7.239    -55.952     57.604    215.406    165.714
      0.574    -95.924     -7.023    -55.786     57.893    215.423    165.881
      0.575    -95.866     -6.808    -55.620     58.183    215.440    166.049
      0.576    -95.807     -6.592    -55.454     58.474    215.456    166.217
